"Kod";"Nazwa";"ogółem;ogółem;2018;[osoba]";
1438024;"Mszczonów - miasto (4)";6386;
1438025;"Mszczonów - obszar wiejski (5)";5168;
1438032;"Puszcza Mariańska (2)";8630;
1438042;"Radziejowice (2)";5789;
1438052;"Wiskitki (2)";9883;
1461000;"Powiat m.Ostrołęka";52262;
1461011;"Ostrołęka (1)";52262;
1462000;"Powiat m.Płock";120000;
1462011;"Płock (1)";120000;
1463000;"Powiat m.Radom";213029;
1463011;"Radom (1)";213029;
1464000;"Powiat m.Siedlce";77872;
1464011;"Siedlce (1)";77872;
1465000;"Powiat m. st. Warszawa";1777972;
1465011;"M.st.Warszawa od 2002 (1)";1777972;
1465028;"Bemowo - dzielnica (8)";123932;
1465038;"Białołęka - dzielnica (8)";124125;
1465048;"Bielany - dzielnica (8)";131910;
1465058;"Mokotów - dzielnica (8)";217683;
1465068;"Ochota - dzielnica (8)";82774;
1465078;"Praga-Południe - dzielnica (8)";179836;
1465088;"Praga-Północ - dzielnica (8)";64113;
1465098;"Rembertów - dzielnica (8)";24328;
1465108;"Śródmieście - dzielnica (8)";115395;
1465118;"Targówek - dzielnica (8)";124279;
1465128;"Ursus - dzielnica (8)";60112;
1465138;"Ursynów - dzielnica (8)";150668;
1465148;"Wawer - dzielnica (8)";77205;
1465158;"Wesoła - dzielnica (8)";25439;
1465168;"Wilanów - dzielnica (8)";40060;
1465178;"Włochy - dzielnica (8)";42862;
1465188;"Wola - dzielnica (8)";140958;
1465198;"Żoliborz - dzielnica (8)";52293;
1600000;"OPOLSKIE";986506;
1601000;"Powiat brzeski";90275;
1601011;"Brzeg (1)";35930;
1601022;"Skarbimierz (2)";8147;
1601033;"Grodków (3)";19242;
1601034;"Grodków - miasto (4)";8667;
1601035;"Grodków - obszar wiejski (5)";10575;
1601043;"Lewin Brzeski (3)";13020;
1601044;"Lewin Brzeski - miasto (4)";5743;
1601045;"Lewin Brzeski - obszar wiejski (5)";7277;
1601052;"Lubsza (2)";9008;
1601062;"Olszanka (2)";4928;
1602000;"Powiat głubczycki";45883;
1602013;"Baborów (3)";6011;
1602014;"Baborów - miasto (4)";2920;
1602015;"Baborów - obszar wiejski (5)";3091;
1602022;"Branice (2)";6524;
1602033;"Głubczyce (3)";22395;
1602034;"Głubczyce - miasto (4)";12596;
1602035;"Głubczyce - obszar wiejski (5)";9799;
1602043;"Kietrz (3)";10953;
1602044;"Kietrz - miasto (4)";6034;
1602045;"Kietrz - obszar wiejski (5)";4919;
1603000;"Powiat kędzierzyńsko-kozielski";94487;
1603011;"Kędzierzyn-Koźle (1)";61062;
1603022;"Bierawa (2)";7944;
1603032;"Cisek (2)";5627;
1603042;"Pawłowiczki (2)";7547;
1603052;"Polska Cerekiew (2)";4051;
1603062;"Reńska Wieś (2)";8256;
1604000;"Powiat kluczborski";65837;
1604013;"Byczyna (3)";9352;
1604014;"Byczyna - miasto (4)";3609;
1604015;"Byczyna - obszar wiejski (5)";5743;
1604023;"Kluczbork (3)";35980;
1604024;"Kluczbork - miasto (4)";23661;
1604025;"Kluczbork - obszar wiejski (5)";12319;
1604032;"Lasowice Wielkie (2)";6862;
1604043;"Wołczyn (3)";13643;
1604044;"Wołczyn - miasto (4)";5921;
1604045;"Wołczyn - obszar wiejski (5)";7722;
1605000;"Powiat krapkowicki";63942;
1605013;"Gogolin (3)";12609;
1605014;"Gogolin - miasto (4)";6661;
1605015;"Gogolin - obszar wiejski (5)";5948;
1605023;"Krapkowice (3)";22728;
1605024;"Krapkowice - miasto (4)";16381;
1605025;"Krapkowice - obszar wiejski (5)";6347;
1605032;"Strzeleczki (2)";7413;
1605042;"Walce (2)";5440;
1605053;"Zdzieszowice (3)";15752;
1605054;"Zdzieszowice - miasto (4)";11471;
1605055;"Zdzieszowice - obszar wiejski (5)";4281;
1606000;"Powiat namysłowski";42688;
1606012;"Domaszowice (2)";3609;
1606023;"Namysłów (3)";26071;
1606024;"Namysłów - miasto (4)";16490;
1606025;"Namysłów - obszar wiejski (5)";9581;
1606032;"Pokój (2)";5233;
1606042;"Świerczów (2)";3351;
1606052;"Wilków (2)";4424;
1607000;"Powiat nyski";136946;
1607013;"Głuchołazy (3)";23774;
1607014;"Głuchołazy - miasto (4)";13585;
1607015;"Głuchołazy - obszar wiejski (5)";10189;
1607022;"Kamiennik (2)";3486;
1607033;"Korfantów (3)";8870;
1607034;"Korfantów - miasto (4)";1817;
1607035;"Korfantów - obszar wiejski (5)";7053;
1607042;"Łambinowice (2)";7529;
1607053;"Nysa (3)";57272;
1607054;"Nysa - miasto (4)";44044;
1607055;"Nysa - obszar wiejski (5)";13228;
1607063;"Otmuchów (3)";13620;
1607064;"Otmuchów - miasto (4)";6615;
1607065;"Otmuchów - obszar wiejski (5)";7005;
1607073;"Paczków (3)";12649;
1607074;"Paczków - miasto (4)";7530;
1607075;"Paczków - obszar wiejski (5)";5119;
1607082;"Pakosławice (2)";3512;
1607092;"Skoroszyce (2)";6234;
1608000;"Powiat oleski";64602;
1608013;"Dobrodzień (3)";9912;
1608014;"Dobrodzień - miasto (4)";3722;
1608015;"Dobrodzień - obszar wiejski (5)";6190;
1608023;"Gorzów Śląski (3)";7147;
1608024;"Gorzów Śląski - miasto (4)";2452;
1608025;"Gorzów Śląski - obszar wiejski (5)";4695;
1608033;"Olesno (3)";17754;
1608034;"Olesno - miasto (4)";9406;
1608035;"Olesno - obszar wiejski (5)";8348;
1608043;"Praszka (3)";13575;
1608044;"Praszka - miasto (4)";7704;
1608045;"Praszka - obszar wiejski (5)";5871;
1608052;"Radłów (2)";4337;
1608062;"Rudniki (2)";8201;
1608072;"Zębowice (2)";3676;
1609000;"Powiat opolski";123520;
1609012;"Chrząstowice (2)";6947;
1609022;"Dąbrowa (2)";8227;
1609032;"Dobrzeń Wielki (2)";9412;
1609042;"Komprachcice (2)";9076;
1609052;"Łubniany (2)";9781;
1609062;"Murów (2)";5347;
1609073;"Niemodlin (3)";13276;
1609074;"Niemodlin - miasto (4)";6359;
1609075;"Niemodlin - obszar wiejski (5)";6917;
1609083;"Ozimek (3)";19610;
1609084;"Ozimek - miasto (4)";8725;
1609085;"Ozimek - obszar wiejski (5)";10885;
1609092;"Popielów (2)";8062;
1609103;"Prószków (3)";9063;
1609104;"Prószków - miasto (4)";2591;
1609105;"Prószków - obszar wiejski (5)";6472;
1609112;"Tarnów Opolski (2)";9577;
1609123;"Tułowice (3)";5171;
1609124;"Tułowice - miasto (4)";3998;
1609125;"Tułowice - obszar wiejski (5)";1173;
1609132;"Turawa (2)";9971;
1610000;"Powiat prudnicki";55524;
1610013;"Biała (3)";10624;
1610014;"Biała - miasto (4)";2443;
1610015;"Biała - obszar wiejski (5)";8181;
1610023;"Głogówek (3)";13293;
1610024;"Głogówek - miasto (4)";5604;
1610025;"Głogówek - obszar wiejski (5)";7689;
1610032;"Lubrza (2)";4338;
1610043;"Prudnik (3)";27269;
1610044;"Prudnik - miasto (4)";21138;
1610045;"Prudnik - obszar wiejski (5)";6131;
1611000;"Powiat strzelecki";74665;
1611012;"Izbicko (2)";5424;
1611022;"Jemielnica (2)";7216;
1611033;"Kolonowskie (3)";5919;
1611034;"Kolonowskie - miasto (4)";3328;
1611035;"Kolonowskie - obszar wiejski (5)";2591;
1611043;"Leśnica (3)";7623;
1611044;"Leśnica - miasto (4)";2585;
1611045;"Leśnica - obszar wiejski (5)";5038;
1611053;"Strzelce Opolskie (3)";30688;
1611054;"Strzelce Opolskie - miasto (4)";17982;
1611055;"Strzelce Opolskie - obszar wiejski (5)";12706;
1611063;"Ujazd (3)";6416;
1611064;"Ujazd - miasto (4)";1774;
1611065;"Ujazd - obszar wiejski (5)";4642;
1611073;"Zawadzkie (3)";11379;
1611074;"Zawadzkie - miasto (4)";7168;
1611075;"Zawadzkie - obszar wiejski (5)";4211;
1661000;"Powiat m.Opole";128137;
1661011;"Opole (1)";128137;
1800000;"PODKARPACKIE";2129015;
1801000;"Powiat bieszczadzki";21879;
1801032;"Czarna (2)";2410;
1801052;"Lutowiska (2)";2101;
1801083;"Ustrzyki Dolne (3)";17368;
1801084;"Ustrzyki Dolne - miasto (4)";9132;
1801085;"Ustrzyki Dolne - obszar wiejski (5)";8236;
1802000;"Powiat brzozowski";65713;
1802013;"Brzozów (3)";26629;
1802014;"Brzozów - miasto (4)";7455;
1802015;"Brzozów - obszar wiejski (5)";19174;
1802022;"Domaradz (2)";6094;
1802032;"Dydnia (2)";7937;
1802042;"Haczów (2)";9128;
1802052;"Jasienica Rosielna (2)";7829;
1802062;"Nozdrzec (2)";8096;
1803000;"Powiat dębicki";135471;
1803011;"Dębica (1)";45817;
1803023;"Brzostek (3)";13090;
1803024;"Brzostek - miasto (4)";2742;
1803025;"Brzostek - obszar wiejski (5)";10348;
1803032;"Czarna (2)";13095;
1803042;"Dębica (2)";25777;
1803052;"Jodłowa (2)";5397;
1803063;"Pilzno (3)";18217;
1803064;"Pilzno - miasto (4)";4903;
1803065;"Pilzno - obszar wiejski (5)";13314;
1803072;"Żyraków (2)";14078;
1804000;"Powiat jarosławski";120714;
1804011;"Jarosław (1)";37690;
1804021;"Radymno (1)";5314;
1804032;"Chłopice (2)";5539;
1804042;"Jarosław (2)";13202;
1804052;"Laszki (2)";6967;
1804062;"Pawłosiów (2)";8448;
1804073;"Pruchnik (3)";9793;
1804074;"Pruchnik - miasto (4)";3774;
1804075;"Pruchnik - obszar wiejski (5)";6019;
1804082;"Radymno (2)";11478;
1804092;"Rokietnica (2)";4363;
1804102;"Roźwienica (2)";6228;
1804112;"Wiązownica (2)";11692;
1805000;"Powiat jasielski";113962;
1805011;"Jasło (1)";35192;
1805022;"Brzyska (2)";6549;
1805032;"Dębowiec (2)";8862;
1805042;"Jasło (2)";16357;
1805053;"Kołaczyce (3)";8947;
1805054;"Kołaczyce - miasto (4)";1403;
1805055;"Kołaczyce - obszar wiejski (5)";7544;
1805062;"Krempna (2)";1886;
1805072;"Nowy Żmigród (2)";9101;
1805082;"Osiek Jasielski (2)";5382;
1805092;"Skołyszyn (2)";12521;
1805112;"Tarnowiec (2)";9165;
1806000;"Powiat kolbuszowski";62476;
1806012;"Cmolas (2)";8104;
1806023;"Kolbuszowa (3)";24859;
1806024;"Kolbuszowa - miasto (4)";9133;
1806025;"Kolbuszowa - obszar wiejski (5)";15726;
1806032;"Majdan Królewski (2)";9887;
1806042;"Niwiska (2)";6053;
1806052;"Raniżów (2)";7078;
1806062;"Dzikowiec (2)";6495;
1807000;"Powiat krośnieński";112414;
1807012;"Chorkówka (2)";13463;
1807023;"Dukla (3)";14631;
1807024;"Dukla - miasto (4)";2083;
1807025;"Dukla - obszar wiejski (5)";12548;
1807033;"Iwonicz-Zdrój (3)";10885;
1807034;"Iwonicz-Zdrój - miasto (4)";1793;
1807035;"Iwonicz-Zdrój - obszar wiejski (5)";9092;
1807043;"Jedlicze (3)";15449;
1807044;"Jedlicze - miasto (4)";5759;
1807045;"Jedlicze - obszar wiejski (5)";9690;
1807052;"Korczyna (2)";11212;
1807062;"Krościenko Wyżne (2)";5645;
1807072;"Miejsce Piastowe (2)";13684;
1807083;"Rymanów (3)";15905;
1807084;"Rymanów - miasto (4)";3819;
1807085;"Rymanów - obszar wiejski (5)";12086;
1807092;"Wojaszówka (2)";9323;
1807102;"Jaśliska (2)";2217;
1808000;"Powiat leżajski";69562;
1808011;"Leżajsk (1)";13891;
1808022;"Grodzisko Dolne (2)";8028;
1808032;"Kuryłówka (2)";5734;
1808042;"Leżajsk (2)";20296;
1808053;"Nowa Sarzyna (3)";21613;
1808054;"Nowa Sarzyna - miasto (4)";5880;
1808055;"Nowa Sarzyna - obszar wiejski (5)";15733;
1809000;"Powiat lubaczowski";55652;
1809011;"Lubaczów (1)";12078;
1809023;"Cieszanów (3)";7220;
1809024;"Cieszanów - miasto (4)";1930;
1809025;"Cieszanów - obszar wiejski (5)";5290;
1809032;"Horyniec-Zdrój (2)";4727;
1809042;"Lubaczów (2)";9183;
1809053;"Narol (3)";8045;
1809054;"Narol - miasto (4)";2076;
1809055;"Narol - obszar wiejski (5)";5969;
1809063;"Oleszyce (3)";6345;
1809064;"Oleszyce - miasto (4)";2993;
1809065;"Oleszyce - obszar wiejski (5)";3352;
1809072;"Stary Dzików (2)";4230;
1809082;"Wielkie Oczy (2)";3824;
1810000;"Powiat łańcucki";80834;
1810011;"Łańcut (1)";17738;
1810022;"Białobrzegi (2)";8703;
1810032;"Czarna (2)";11752;
1810042;"Łańcut (2)";21817;
1810052;"Markowa (2)";6504;
1810062;"Rakszawa (2)";7323;
1810072;"Żołynia (2)";6997;
1811000;"Powiat mielecki";136673;
1811011;"Mielec (1)";60478;
1811022;"Borowa (2)";5576;
1811032;"Czermin (2)";7066;
1811042;"Gawłuszowice (2)";2749;
1811052;"Mielec (2)";13341;
1811062;"Padew Narodowa (2)";5370;
1811073;"Przecław (3)";11984;
1811074;"Przecław - miasto (4)";1768;
1811075;"Przecław - obszar wiejski (5)";10216;
1811083;"Radomyśl Wielki (3)";14220;
1811084;"Radomyśl Wielki - miasto (4)";3196;
1811085;"Radomyśl Wielki - obszar wiejski (5)";11024;
1811092;"Tuszów Narodowy (2)";8187;
1811102;"Wadowice Górne (2)";7702;
1812000;"Powiat niżański";66843;
1812012;"Harasiuki (2)";6140;
1812022;"Jarocin (2)";5402;
1812032;"Jeżowe (2)";10156;
1812042;"Krzeszów (2)";4286;
1812053;"Nisko (3)";22413;
1812054;"Nisko - miasto (4)";15359;
1812055;"Nisko - obszar wiejski (5)";7054;
1812063;"Rudnik nad Sanem (3)";10140;
1812064;"Rudnik nad Sanem - miasto (4)";6726;
1812065;"Rudnik nad Sanem - obszar wiejski (5)";3414;
1812073;"Ulanów (3)";8306;
1812074;"Ulanów - miasto (4)";1424;
1812075;"Ulanów - obszar wiejski (5)";6882;
1813000;"Powiat przemyski";74398;
1813012;"Bircza (2)";6605;
1813022;"Dubiecko (2)";9241;
1813032;"Fredropol (2)";5549;
1813042;"Krasiczyn (2)";5193;
1813052;"Krzywcza (2)";4857;
1813062;"Medyka (2)";6535;
1813072;"Orły (2)";8872;
1813082;"Przemyśl (2)";10640;
1813092;"Stubno (2)";3903;
1813102;"Żurawica (2)";13003;
1814000;"Powiat przeworski";78458;
1814011;"Przeworsk (1)";15376;
1814022;"Adamówka (2)";4074;
1814032;"Gać (2)";4591;
1814042;"Jawornik Polski (2)";4465;
1814053;"Kańczuga (3)";12347;
1814054;"Kańczuga - miasto (4)";3171;
1814055;"Kańczuga - obszar wiejski (5)";9176;
1814062;"Przeworsk (2)";14900;
1814073;"Sieniawa (3)";7008;
1814074;"Sieniawa - miasto (4)";2140;
1814075;"Sieniawa - obszar wiejski (5)";4868;
1814082;"Tryńcza (2)";8461;
1814092;"Zarzecze (2)";7236;
1815000;"Powiat ropczycko-sędziszowski";74374;
1815012;"Iwierzyce (2)";7727;
1815022;"Ostrów (2)";7344;
1815033;"Ropczyce (3)";27440;
1815034;"Ropczyce - miasto (4)";15856;
1815035;"Ropczyce - obszar wiejski (5)";11584;
1815043;"Sędziszów Małopolski (3)";23640;
1815044;"Sędziszów Małopolski - miasto (4)";7546;
1815045;"Sędziszów Małopolski - obszar wiejski (5)";16094;
1815052;"Wielopole Skrzyńskie (2)";8223;
1816000;"Powiat rzeszowski";170486;
1816011;"Dynów (1)";6138;
1816023;"Błażowa (3)";10826;
1816024;"Błażowa - miasto (4)";2151;
1816025;"Błażowa - obszar wiejski (5)";8675;
1816033;"Boguchwała (3)";20608;
1816034;"Boguchwała - miasto (4)";6117;
1816035;"Boguchwała - obszar wiejski (5)";14491;
1816042;"Chmielnik (2)";6921;
1816052;"Dynów (2)";6941;
1816063;"Głogów Małopolski (3)";20159;
1816064;"Głogów Małopolski - miasto (4)";6568;
1816065;"Głogów Małopolski - obszar wiejski (5)";13591;
1816072;"Hyżne (2)";7044;
1816082;"Kamień (2)";6866;
1816092;"Krasne (2)";11332;
1816102;"Lubenia (2)";6428;
1816113;"Sokołów Małopolski (3)";17242;
1816114;"Sokołów Małopolski - miasto (4)";4165;
1816115;"Sokołów Małopolski - obszar wiejski (5)";13077;
1816122;"Świlcza (2)";16071;
1816132;"Trzebownisko (2)";21907;
1816143;"Tyczyn (3)";12003;
1816144;"Tyczyn - miasto (4)";3816;
1816145;"Tyczyn - obszar wiejski (5)";8187;
1817000;"Powiat sanocki";94758;
1817011;"Sanok (1)";37577;
1817022;"Besko (2)";4506;
1817032;"Bukowsko (2)";5550;
1817042;"Komańcza (2)";4631;
1817052;"Sanok (2)";18020;
1817062;"Tyrawa Wołoska (2)";1996;
1817073;"Zagórz (3)";13149;
1817074;"Zagórz - miasto (4)";5120;
1817075;"Zagórz - obszar wiejski (5)";8029;
1817082;"Zarszyn (2)";9329;
1818000;"Powiat stalowowolski";106619;
1818011;"Stalowa Wola (1)";61182;
1818022;"Bojanów (2)";7528;
1818032;"Pysznica (2)";11090;
1818042;"Radomyśl nad Sanem (2)";7327;
1818053;"Zaklików (3)";8580;
1818054;"Zaklików - miasto (4)";3013;
1818055;"Zaklików - obszar wiejski (5)";5567;
1818062;"Zaleszany (2)";10912;
1819000;"Powiat strzyżowski";61558;
1819012;"Czudec (2)";11830;
1819022;"Frysztak (2)";10409;
1819032;"Niebylec (2)";10532;
1819043;"Strzyżów (3)";20739;
1819044;"Strzyżów - miasto (4)";8902;
1819045;"Strzyżów - obszar wiejski (5)";11837;
1819052;"Wiśniowa (2)";8048;
1820000;"Powiat tarnobrzeski";53236;
1820013;"Baranów Sandomierski (3)";11909;
1820014;"Baranów Sandomierski - miasto (4)";1463;
1820015;"Baranów Sandomierski - obszar wiejski (5)";10446;
1820022;"Gorzyce (2)";13229;
1820032;"Grębów (2)";9959;
1820043;"Nowa Dęba (3)";18139;
1820044;"Nowa Dęba - miasto (4)";11181;
1820045;"Nowa Dęba - obszar wiejski (5)";6958;
1821000;"Powiat leski";26562;
1821012;"Baligród (2)";3175;
1821022;"Cisna (2)";1781;
1821033;"Lesko (3)";11341;
1821034;"Lesko - miasto (4)";5431;
1821035;"Lesko - obszar wiejski (5)";5910;
1821042;"Olszanica (2)";4907;
1821052;"Solina (2)";5358;
1861000;"Powiat m.Krosno";46511;
1861011;"Krosno (1)";46511;
1862000;"Powiat m.Przemyśl";61251;
1862011;"Przemyśl (1)";61251;
1863000;"Powiat m.Rzeszów";191564;
1863011;"Rzeszów (1)";191564;
1864000;"Powiat m.Tarnobrzeg";47047;
1864011;"Tarnobrzeg (1)";47047;
2000000;"PODLASKIE";1181533;
2001000;"Powiat augustowski";58367;
2001011;"Augustów (1)";30242;
2001022;"Augustów (2)";6778;
2001032;"Bargłów Kościelny (2)";5571;
2001043;"Lipsk (3)";5176;
2001044;"Lipsk - miasto (4)";2350;
2001045;"Lipsk - obszar wiejski (5)";2826;
2001052;"Nowinka (2)";2908;
2001062;"Płaska (2)";2598;
2001072;"Sztabin (2)";5094;
2002000;"Powiat białostocki";148145;
2002013;"Choroszcz (3)";15164;
2002014;"Choroszcz - miasto (4)";5867;
2002015;"Choroszcz - obszar wiejski (5)";9297;
2002023;"Czarna Białostocka (3)";11414;
2002024;"Czarna Białostocka - miasto (4)";9338;
2002025;"Czarna Białostocka - obszar wiejski (5)";2076;
2002032;"Dobrzyniewo Duże (2)";9331;
2002042;"Gródek (2)";5210;
2002052;"Juchnowiec Kościelny (2)";16337;
2002063;"Łapy (3)";21965;
2002064;"Łapy - miasto (4)";15643;
2002065;"Łapy - obszar wiejski (5)";6322;
2002073;"Michałowo (3)";6623;
2002074;"Michałowo - miasto (4)";3047;
2002075;"Michałowo - obszar wiejski (5)";3576;
2002082;"Poświętne (2)";3419;
2002093;"Supraśl (3)";15283;
2002094;"Supraśl - miasto (4)";4622;
2002095;"Supraśl - obszar wiejski (5)";10661;
2002103;"Suraż (3)";1955;
2002104;"Suraż - miasto (4)";988;
2002105;"Suraż - obszar wiejski (5)";967;
2002112;"Turośń Kościelna (2)";6259;
2002123;"Tykocin (3)";6242;
2002124;"Tykocin - miasto (4)";1975;
2002125;"Tykocin - obszar wiejski (5)";4267;
2002133;"Wasilków (3)";16952;
2002134;"Wasilków - miasto (4)";11384;
2002135;"Wasilków - obszar wiejski (5)";5568;
2002143;"Zabłudów (3)";9264;
2002144;"Zabłudów - miasto (4)";2464;
2002145;"Zabłudów - obszar wiejski (5)";6800;
2002152;"Zawady (2)";2727;
2003000;"Powiat bielski";54863;
2003011;"Bielsk Podlaski (1)";25370;
2003021;"Brańsk (1)";3774;
2003032;"Bielsk Podlaski (2)";6661;
2003042;"Boćki (2)";4299;
2003052;"Brańsk (2)";5721;
2003062;"Orla (2)";2740;
2003072;"Rudka (2)";1886;
2003082;"Wyszki (2)";4412;
2004000;"Powiat grajewski";47518;
2004011;"Grajewo (1)";21935;
2004022;"Grajewo (2)";5827;
2004032;"Radziłów (2)";4779;
2004043;"Rajgród (3)";5264;
2004044;"Rajgród - miasto (4)";1585;
2004045;"Rajgród - obszar wiejski (5)";3679;
2004053;"Szczuczyn (3)";6082;
2004054;"Szczuczyn - miasto (4)";3394;
2004055;"Szczuczyn - obszar wiejski (5)";2688;
2004062;"Wąsosz (2)";3631;
2005000;"Powiat hajnowski";43143;
2005011;"Hajnówka (1)";20690;
2005022;"Białowieża (2)";2199;
2005032;"Czeremcha (2)";3169;
2005042;"Czyże (2)";2013;
2005052;"Dubicze Cerkiewne (2)";1524;
2005062;"Hajnówka (2)";3884;
2005073;"Kleszczele (3)";2493;
2005074;"Kleszczele - miasto (4)";1271;
2005075;"Kleszczele - obszar wiejski (5)";1222;
2005082;"Narew (2)";3505;
2005092;"Narewka (2)";3666;
2006000;"Powiat kolneński";38396;
2006011;"Kolno (1)";10261;
2006022;"Grabowo (2)";3477;
2006032;"Kolno (2)";8624;
2006042;"Mały Płock (2)";4772;
2006053;"Stawiski (3)";6147;
2006054;"Stawiski - miasto (4)";2195;
2006055;"Stawiski - obszar wiejski (5)";3952;
2006062;"Turośl (2)";5115;
2007000;"Powiat łomżyński";51000;
2007013;"Jedwabne (3)";5330;
2007014;"Jedwabne - miasto (4)";1632;
2007015;"Jedwabne - obszar wiejski (5)";3698;
2007022;"Łomża (2)";11073;
2007032;"Miastkowo (2)";4230;
2007043;"Nowogród (3)";4021;
2007044;"Nowogród - miasto (4)";2156;
2007045;"Nowogród - obszar wiejski (5)";1865;
2007052;"Piątnica (2)";10670;
2007062;"Przytuły (2)";2097;
2007072;"Śniadowo (2)";5363;
2007082;"Wizna (2)";4035;
2007092;"Zbójna (2)";4181;
2008000;"Powiat moniecki";40712;
2008013;"Goniądz (3)";4934;
2008014;"Goniądz - miasto (4)";1813;
2008015;"Goniądz - obszar wiejski (5)";3121;
2008022;"Jasionówka (2)";2792;
2008032;"Jaświły (2)";4943;
2008043;"Knyszyn (3)";4781;
2008044;"Knyszyn - miasto (4)";2755;
2008045;"Knyszyn - obszar wiejski (5)";2026;
2008052;"Krypno (2)";4023;
2008063;"Mońki (3)";14927;
2008064;"Mońki - miasto (4)";10010;
2008065;"Mońki - obszar wiejski (5)";4917;
2008072;"Trzcianne (2)";4312;
2009000;"Powiat sejneński";20092;
2009011;"Sejny (1)";5344;
2009022;"Giby (2)";2729;
2009032;"Krasnopol (2)";3816;
2009042;"Puńsk (2)";4169;
2009052;"Sejny (2)";4034;
2010000;"Powiat siemiatycki";44689;
2010011;"Siemiatycze (1)";14505;
2010023;"Drohiczyn (3)";6293;
2010024;"Drohiczyn - miasto (4)";1987;
2010025;"Drohiczyn - obszar wiejski (5)";4306;
2010032;"Dziadkowice (2)";2754;
2010042;"Grodzisk (2)";4215;
2010052;"Mielnik (2)";2374;
2010062;"Milejczyce (2)";1760;
2010072;"Nurzec-Stacja (2)";3872;
2010082;"Perlejewo (2)";2819;
2010092;"Siemiatycze (2)";6097;
2011000;"Powiat sokólski";67466;
2011013;"Dąbrowa Białostocka (3)";11489;
2011014;"Dąbrowa Białostocka - miasto (4)";5553;
2011015;"Dąbrowa Białostocka - obszar wiejski (5)";5936;
2011022;"Janów (2)";4130;
2011032;"Korycin (2)";3250;
2011043;"Krynki (3)";3091;
2011044;"Krynki - miasto (4)";2415;
2011045;"Krynki - obszar wiejski (5)";676;
2011052;"Kuźnica (2)";3999;
2011062;"Nowy Dwór (2)";2654;
2011072;"Sidra (2)";3475;
2011083;"Sokółka (3)";25554;
2011084;"Sokółka - miasto (4)";18210;
2011085;"Sokółka - obszar wiejski (5)";7344;
2011093;"Suchowola (3)";6912;
2011094;"Suchowola - miasto (4)";2180;
2011095;"Suchowola - obszar wiejski (5)";4732;
2011102;"Szudziałowo (2)";2912;
2012000;"Powiat suwalski";35792;
2012012;"Bakałarzewo (2)";3097;
2012022;"Filipów (2)";4361;
2012032;"Jeleniewo (2)";3148;
2012042;"Przerośl (2)";2947;
2012052;"Raczki (2)";5915;
2012062;"Rutka-Tartak (2)";2341;
2012072;"Suwałki (2)";7682;
2012082;"Szypliszki (2)";3907;
2012092;"Wiżajny (2)";2394;
2013000;"Powiat wysokomazowiecki";57248;
2013011;"Wysokie Mazowieckie (1)";9414;
2013023;"Ciechanowiec (3)";8654;
2013024;"Ciechanowiec - miasto (4)";4639;
2013025;"Ciechanowiec - obszar wiejski (5)";4015;
2013033;"Czyżew (3)";6393;
2013034;"Czyżew - miasto (4)";2641;
2013035;"Czyżew - obszar wiejski (5)";3752;
2013042;"Klukowo (2)";4406;
2013052;"Kobylin-Borzymy (2)";3252;
2013062;"Kulesze Kościelne (2)";3099;
2013072;"Nowe Piekuty (2)";3910;
2013082;"Sokoły (2)";5761;
2013093;"Szepietowo (3)";6958;
2013094;"Szepietowo - miasto (4)";2171;
2013095;"Szepietowo - obszar wiejski (5)";4787;
2013102;"Wysokie Mazowieckie (2)";5401;
2014000;"Powiat zambrowski";43816;
2014011;"Zambrów (1)";22166;
2014022;"Kołaki Kościelne (2)";2318;
2014032;"Rutki (2)";5572;
2014042;"Szumowo (2)";4851;
2014052;"Zambrów (2)";8909;
2061000;"Powiat m.Białystok";297459;
2061011;"Białystok (1)";297459;
2062000;"Powiat m.Łomża";63000;
2062011;"Łomża (1)";63000;
2063000;"Powiat m.Suwałki";69827;
2063011;"Suwałki (1)";69827;
2200000;"POMORSKIE";2333523;
2201000;"Powiat bytowski";79299;
2201012;"Borzytuchom (2)";3314;
2201023;"Bytów (3)";25471;
2201024;"Bytów - miasto (4)";16954;
2201025;"Bytów - obszar wiejski (5)";8517;
2201032;"Czarna Dąbrówka (2)";5926;
2201042;"Kołczygłowy (2)";4254;
2201052;"Lipnica (2)";5264;
2201063;"Miastko (3)";19610;
2201064;"Miastko - miasto (4)";10473;
2201065;"Miastko - obszar wiejski (5)";9137;
2201072;"Parchowo (2)";3765;
2201082;"Studzienice (2)";3738;
2201092;"Trzebielino (2)";3699;
2201102;"Tuchomie (2)";4258;
2202000;"Powiat chojnicki";97551;
2202011;"Chojnice (1)";39904;
2202023;"Brusy (3)";14599;
2202024;"Brusy - miasto (4)";5232;
2202025;"Brusy - obszar wiejski (5)";9367;
2202032;"Chojnice (2)";19100;
2202043;"Czersk (3)";21641;
2202044;"Czersk - miasto (4)";9912;
2202045;"Czersk - obszar wiejski (5)";11729;
2202052;"Konarzyny (2)";2307;
2203000;"Powiat człuchowski";56370;
2203011;"Człuchów (1)";13708;
2203023;"Czarne (3)";9111;
2203024;"Czarne - miasto (4)";5952;
2203025;"Czarne - obszar wiejski (5)";3159;
2203032;"Człuchów (2)";11113;
2203043;"Debrzno (3)";9078;
2203044;"Debrzno - miasto (4)";5102;
2203045;"Debrzno - obszar wiejski (5)";3976;
2203052;"Koczała (2)";3375;
2203062;"Przechlewo (2)";6352;
